arm,seed,exp,tf,gene,lfc,scored
matched,4,DataSet_01_026,PAX3,ACTG2,-0.02286,True
matched,4,DataSet_01_027,PAX3,PTH,0.0,True
matched,4,DataSet_01_029,ATM,CASP8,0.7682,False
matched,4,DataSet_01_030,RELA,HSPA5,0.0,True
matched,4,DataSet_01_031,TP53,PTGS2,-1.56241,True
matched,4,DataSet_01_033,ATF3,ABCC2,-0.71313,True
matched,4,DataSet_01_034,EGR3,BCL3,0.0,True
matched,4,DataSet_01_036,ETV1,C4BPB,0.18491,True
matched,4,DataSet_01_037,TP53,CDH1,0.16457,True
matched,4,DataSet_01_038,TP53,MMP9,0.19,True
matched,4,DataSet_01_042,POU5F1,PCK1,-0.07508,True
matched,4,DataSet_01_043,CBFB,ANKRD37,0.41644,False
matched,4,DataSet_01_044,MYB,SOX9,-0.83277,True
matched,4,DataSet_01_045,PRDM14,ADH6,0.0,False
matched,4,DataSet_01_049,STAT3,MMP3,0.0,True
matched,4,DataSet_01_051,RARA,MYH6,-0.16993,True
matched,4,DataSet_01_053,TFAP2C,DYNC1H1,-0.0247,True
matched,4,DataSet_01_058,BACH1,ALOX15B,0.0097,True
matched,4,DataSet_01_059,BACH1,BCL11A,-0.26019,True
matched,4,DataSet_01_060,NFE2L2,LGALS3,-0.41168,True
matched,4,DataSet_01_068,TP53,IL1B,0.0,True
matched,4,DataSet_01_071,ELF5,ABHD10,0.2346,True
matched,4,DataSet_01_073,ZNF148,ART1,0.0,True
matched,4,DataSet_01_074,CEBPD,CR2,-0.00131,True
matched,4,DataSet_01_075,CEBPZ,ALDH3A2,0.23095,True
matched,4,DataSet_01_076,ETS1,AURKA,-0.11857,True
matched,4,DataSet_01_077,FOXM1,KRT14,-0.1652,True
matched,4,DataSet_01_078,HSF2,BRD7,0.23362,True
matched,4,DataSet_01_079,MITF,TRIM63,-0.10386,True
matched,4,DataSet_01_080,RELA,CDKN1C,0.73666,True
matched,4,DataSet_01_081,SP1,MYOD1,-0.24513,True
matched,4,DataSet_01_082,SP100,ADAT2,-0.04262,False
matched,4,DataSet_01_083,STAT1,MYH6,-0.27946,True
matched,4,DataSet_01_084,STAT3,DUSP1,-0.09752,True
matched,4,DataSet_01_085,STAT6,DNMT3A,-0.01253,True
matched,4,DataSet_01_086,HIF1A,PAX6,-0.06408,True
matched,4,DataSet_01_088,FOXP1,CALD1,0.43154,True
matched,4,DataSet_01_089,NR2F2,DACH1,-0.01878,True
matched,4,DataSet_01_090,NR2F2,HLA-G,0.69633,True
matched,4,DataSet_01_091,ETV6,ASPM,0.5248,True
matched,4,DataSet_01_094,NANOG,HGF,-0.18164,True
matched,4,DataSet_01_095,POU5F1,BMP2,0.56615,True
matched,4,DataSet_01_096,SOX2,PTHLH,0.04104,True
matched,4,DataSet_01_098,SALL4,BIK,-0.45489,True
matched,4,DataSet_01_099,FOS,IL10,-0.35249,True
matched,4,DataSet_01_101,IRF6,ADAMTS16,0.20976,True
matched,4,DataSet_01_103,HNF1B,APAF1,0.05769,True
matched,4,DataSet_01_105,FOXA1,TXNIP,-0.24551,True
matched,4,DataSet_01_112,HSF1,FLT4,0.0,True
matched,4,DataSet_01_114,ARID1A,ABCB7,0.0,True
matched,4,DataSet_01_117,ID1,IGF1R,0.55845,True
matched,4,DataSet_01_118,ID1,INSR,-0.59867,True
matched,4,DataSet_01_121,ZIC2,ACYP2,1.51102,True
matched,4,DataSet_01_123,ZNF91,AMY1A,0.0,True
matched,4,DataSet_01_127,ZNF254,A2LD1,0.28678,False
matched,4,DataSet_01_128,ZNF431,AADAT,0.0095,False
matched,4,DataSet_01_132,EGR4,ABHD12B,0.17787,True
matched,4,DataSet_01_135,SPDEF,CDK11B,0.0,True
matched,4,DataSet_01_136,REST,AKR1B15,0.0,True
matched,4,DataSet_01_138,IKZF1,APBB1,-0.03785,True
matched,4,DataSet_01_139,POLR3A,ABCA10,0.0,False
matched,4,DataSet_01_142,LEF1,APOB,0.03603,True
matched,4,DataSet_01_145,REST,AXIN1,-0.10266,True
matched,4,DataSet_01_147,EHF,ALDH3A2,0.13518,True
matched,4,DataSet_01_148,MYBL2,DLD,-0.02172,True
matched,4,DataSet_01_149,ETS2,ELANE,0.07667,True
matched,4,DataSet_01_150,TFAP2C,DBP,0.5997,True
matched,4,DataSet_01_151,TEAD4,ABCC10,-0.06436,True
matched,4,DataSet_01_153,LIN28B,ACTL6A,0.0,False
matched,4,DataSet_01_154,STAT1,TKT,0.07714,True
matched,4,DataSet_01_155,HSF1,FCGRT,0.18503,True
matched,4,DataSet_01_156,HIF1A,GADD45A,0.13033,True
matched,4,DataSet_01_162,ELK1,BMP6,-1.29849,True
matched,4,DataSet_01_164,JUN,CD44,-1.08639,True
matched,4,DataSet_01_165,MAF,MAP2K1,-6.94213,True
matched,4,DataSet_01_166,NFATC3,AGA,0.59573,True
matched,4,DataSet_01_168,STAT3,MMP3,-0.14198,True
matched,4,DataSet_01_169,HOXB7,APAF1,-0.02261,True
matched,4,DataSet_01_170,HOXB7,ENG,-0.169,True
matched,4,DataSet_01_171,FOSL1,IAPP,0.0,True
matched,4,DataSet_01_173,ESRRG,EGR3,0.05206,True
matched,4,DataSet_01_175,TP53,FN1,0.05861,True
matched,4,DataSet_01_176,NR2F2,BNIP3,-0.03648,True
matched,4,DataSet_01_177,NR2F2,HSP90AB1,-0.13116,True
matched,4,DataSet_01_180,STAT3,APOA1,-0.1653,True
matched,4,DataSet_01_183,TP63,TNFRSF10B,-0.37364,True
matched,4,DataSet_01_184,STAT3,GCK,-0.00587,True
matched,4,DataSet_01_185,TCF4,MIF,-0.3459,True
matched,4,DataSet_01_189,SPDEF,ACTC1,-0.1057,True
matched,4,DataSet_01_192,AR,TERT,-0.04187,True
matched,4,DataSet_01_196,TP63,ODC1,0.30959,True
matched,4,DataSet_01_198,TP63,GADD45B,-0.23577,True
matched,4,DataSet_01_200,TP63,PTPN6,0.12613,True
matched,4,DataSet_01_203,XBP1,ERG,-0.11768,True
matched,4,DataSet_01_204,XBP1,ANG,0.23249,True
matched,4,DataSet_01_211,REST,LCK,-0.34228,True
matched,4,DataSet_01_213,SOX11,ABHD11,0.07893,True
matched,4,DataSet_01_214,BCLAF1,AGXT,0.018,True
matched,4,DataSet_01_217,TAL1,CXCL14,-0.29287,True
matched,4,DataSet_01_218,PTEN,E2F1,0.1385,False
matched,4,DataSet_01_220,HIF1A,NOS3,0.09637,True
matched,4,DataSet_01_222,KLF9,AHRR,-0.00419,True
matched,4,DataSet_01_223,FOXM1,FOXO3,0.14774,True
matched,4,DataSet_01_224,HIF1A,CSF2,-0.07511,True
matched,4,DataSet_01_226,KLF2,AICDA,-0.4419,True
matched,4,DataSet_01_228,HIF1A,ME3,-0.10081,True
matched,4,DataSet_01_233,FOXA1,CCL20,0.19622,True
matched,4,DataSet_01_238,NFYB,ABCA10,0.0,True
matched,4,DataSet_01_244,ETS1,GRIN1,0.0,True
matched,4,DataSet_01_246,TLX1,EDNRB,0.0,True
matched,4,DataSet_01_247,GATA6,KDM3A,0.0,True
matched,4,DataSet_01_248,SMAD2,CPB2,0.0,True
matched,4,DataSet_01_255,YBX1,CD3E,0.26015,True
matched,4,DataSet_01_256,YBX1,DLL4,0.10975,True
matched,4,DataSet_01_257,YBX1,DRD2,-0.04962,True
matched,4,DataSet_01_258,YBX1,CYP51A1,0.08165,True
matched,4,DataSet_01_260,SOX4,ABCA3,0.0,True
matched,4,DataSet_01_261,NFKB2,GK,0.03457,True
matched,4,DataSet_01_267,FOXO3,CARM1,0.05381,True
matched,4,DataSet_01_269,SIX4,ABCB5,0.19678,True
matched,4,DataSet_01_276,PTEN,ICAM1,-0.02448,False
matched,4,DataSet_01_277,SALL4,BPI,0.0,True
matched,4,DataSet_01_280,ESRRA,CDH15,-0.60618,True
matched,4,DataSet_01_281,MSX1,SLC25A5,0.47507,True
matched,4,DataSet_01_282,IRF7,C3,0.21028,True
matched,4,DataSet_01_283,AHR,SOX2,0.05506,True
matched,4,DataSet_01_293,POSTN,CYP2E1,1.82899,False
matched,4,DataSet_01_295,TFAP4,ADH1A,-1.68299,True
matched,4,DataSet_01_299,SOX7,ARHGEF1,-0.19289,True
matched,4,DataSet_01_300,SOX17,AQP2,-3.06398,True
matched,4,DataSet_01_301,PTEN,CXCR4,-0.11011,False
matched,4,DataSet_01_302,PTEN,SNAI2,1.19401,False
matched,4,DataSet_01_303,PTEN,PCK1,-1.27443,False
matched,4,DataSet_01_304,ETV5,CD5,-0.03249,True
matched,4,DataSet_01_305,HOXA5,APOD,-0.00941,True
matched,4,DataSet_01_306,NR2E1,ADK,0.22552,True
matched,4,DataSet_01_308,SOX9,EGF,-0.46263,True
matched,4,DataSet_01_309,SOX9,HBG1,0.0,True
matched,4,DataSet_01_312,TFAP2C,AP3B1,0.0,True
matched,4,DataSet_01_313,OVOL2,ABCA7,-0.2989,False
matched,4,DataSet_01_318,ELK3,ARID3A,1.43407,True
matched,4,DataSet_01_324,MYC,BMP4,0.59453,True
matched,4,DataSet_01_327,TP63,RBL2,-0.23246,True
matched,4,DataSet_01_330,TP63,APOA2,-0.0818,True
matched,4,DataSet_01_332,TOX,BHMT,-0.01566,True
matched,4,DataSet_01_333,HOXC6,CXCR5,0.35915,True
matched,4,DataSet_01_336,GRHL3,AMY1A,0.0,True
matched,4,DataSet_01_337,REST,AQP5,-0.05376,True
matched,4,DataSet_01_338,REST,ALOX12,0.01193,True
matched,4,DataSet_01_339,KLF4,CDK1,-0.53831,True
matched,4,DataSet_01_340,KLF7,ANKRD26,0.2204,True
matched,4,DataSet_01_342,KLF7,AGA,-0.01142,True
matched,4,DataSet_01_347,GATA3,WT1,0.70175,True
matched,4,DataSet_01_348,HIF1A,PAX6,-0.16181,True
matched,4,DataSet_01_349,SOX2,MYCN,-1.43182,True
matched,4,DataSet_01_354,ELK1,AKR1A1,0.27712,True
matched,4,DataSet_01_356,ETV4,ARR3,0.0,True
matched,4,DataSet_01_357,CDX2,PLAUR,-1.62276,True
matched,4,DataSet_01_360,SOX17,IHH,0.6356,True
matched,4,DataSet_02_001,DROSHA,AMPD1,0.0,False
matched,4,DataSet_02_007,PTBP1,ART1,0.0,False
matched,4,DataSet_02_009,POLR2G,ABCA8,0.78775,False
matched,4,DataSet_02_012,SRSF4,A1CF,0.0,False
matched,4,DataSet_02_013,SRSF9,A2LD1,0.0,False
matched,4,DataSet_02_015,HOXB9,ACO2,0.28528,True
matched,4,DataSet_02_016,JUND,AMELX,0.152,True
matched,4,DataSet_02_018,STAT2,ARHGDIG,-0.27723,True
matched,4,DataSet_02_023,STAT1,MMP3,0.0,True
matched,4,DataSet_02_025,USF2,CD83,0.01438,True
matched,4,DataSet_02_026,USF1,CADM1,1.74723,True
matched,4,DataSet_02_032,NFE2L1,BST2,0.18546,True
matched,4,DataSet_02_033,TEAD2,ACVR1B,-0.42795,True
matched,4,DataSet_02_039,RELA,NFKB1,0.15174,True
matched,4,DataSet_02_040,TEAD4,AA06,0.0,True
matched,4,DataSet_02_042,SP2,B4GALT5,0.47843,True
matched,4,DataSet_02_044,ZC3H11A,ADAT2,-0.89603,False
matched,4,DataSet_02_048,SMAD5,ABCC6P1,1.0,True
matched,4,DataSet_02_051,HDAC8,ACVR1B,0.25815,False
matched,4,DataSet_02_053,TLE2,AQP9,0.0,False
matched,4,DataSet_02_054,ATF3,TIMP3,-0.83007,True
matched,4,DataSet_02_055,DLX1,ADAM9,0.45721,True
matched,4,DataSet_02_058,HMBOX1,ABCA6,0.65711,False
matched,4,DataSet_02_061,RFX5,ABCB4,0.20282,True
matched,4,DataSet_02_063,TRIM28,DMP1,0.0,True
matched,4,DataSet_02_071,TFDP1,ARR3,0.0,True
matched,4,DataSet_02_075,HMGA1,CLDN4,-0.18728,True
matched,4,DataSet_02_078,SIX5,ADD3,-0.65832,False
matched,4,DataSet_02_079,HMGN1,ACSBG1,0.0,False
matched,4,DataSet_02_082,ZBTB33,ABCA9,0.70044,True
matched,4,DataSet_02_088,ILF2,AAAS,-0.04858,False
matched,4,DataSet_02_090,SRSF9,ABCA13,-3.16993,False
matched,4,DataSet_02_091,HNRNPK,ANXA2,-1.10568,False
matched,4,DataSet_02_096,HNRNPL,ADD1,0.11751,False
matched,4,DataSet_02_097,U2AF1,BAMBI,0.85088,False
matched,4,DataSet_02_099,PSIP1,BCL2L2,-0.49568,False
matched,4,DataSet_02_100,RBM17,ABCC13,0.0,False
matched,4,DataSet_02_101,RBFOX2,ABCG8,-0.36091,False
matched,4,DataSet_02_103,FIP1L1,ABCA11P,0.0,False
matched,4,DataSet_02_104,HDGF,ADAMTSL4,-0.06671,True
matched,4,DataSet_02_105,U2AF2,AGA,0.45986,False
matched,4,DataSet_02_107,SSB,A1CF,0.44633,False
matched,4,DataSet_02_108,ZNF622,ADCY9,0.18835,False
matched,4,DataSet_02_110,GTF2F1,BCLAF1,0.08619,False
matched,4,DataSet_02_111,RBM39,ABCE1,-0.82685,False
matched,4,DataSet_02_114,XRCC5,BANP,-0.26352,False
matched,4,DataSet_02_115,PCBP1,ADRA1B,0.0,False
matched,4,DataSet_02_117,SUB1,AKR1A1,-0.49105,False
matched,4,DataSet_02_120,PTBP1,ADCY4,0.32193,False
matched,4,DataSet_02_121,RBM34,AADACL3,0.0,False
matched,4,DataSet_02_123,PCBP2,AASDHPPT,0.51894,False
matched,4,DataSet_02_124,FUS,CD2AP,0.24515,False
matched,4,DataSet_02_126,SNRNP70,ABHD1,0.89077,False
matched,4,DataSet_02_128,PRPF4,ABAT,0.12376,False
matched,4,DataSet_02_130,POLR2G,ABCD1,-0.16326,False
matched,4,DataSet_02_131,PTBP1,ALG12,0.0,False
matched,4,DataSet_02_133,SRSF7,APPL1,0.0,False
matched,4,DataSet_02_136,HNRNPK,ANXA2,-0.03091,False
matched,4,DataSet_02_137,PCBP1,ANK2,-0.90689,False
matched,4,DataSet_02_138,RBM17,ABCC12,0.0,False
matched,4,DataSet_02_139,RBFOX2,ABCG8,0.0,False
matched,4,DataSet_02_140,TAF15,ABCC11,0.69188,False
matched,4,DataSet_02_141,RBM34,AAGAB,-0.1699,False
matched,4,DataSet_02_144,PTBP1,ATP2C1,-0.29589,False
matched,4,DataSet_02_145,DROSHA,ALS2,-0.52268,False
matched,4,DataSet_02_147,FIP1L1,A1CF,0.0,False
matched,4,DataSet_02_148,ILF3,BCL9,-0.29098,False
matched,4,DataSet_02_151,RBM39,ADCYAP1R1,0.0,False
matched,4,DataSet_02_152,ILF2,AARSD1,-0.06628,False
matched,4,DataSet_02_154,SRSF4,AASDH,0.22434,False
matched,4,DataSet_02_155,FUS,CD55,0.16812,False
matched,4,DataSet_02_156,HNRNPUL1,ARHGDIG,1.00891,False
matched,4,DataSet_02_157,GTF2F1,BOK,0.2331,False
matched,4,DataSet_02_158,PSIP1,ABCA12,0.0,False
matched,4,DataSet_02_159,XRCC5,AHRR,0.31531,False
matched,4,DataSet_02_160,HNRNPL,ADAR,0.0417,False
matched,4,DataSet_02_161,SUB1,C1QTNF3,0.0,False
matched,4,DataSet_02_164,SSB,ABCC13,-0.88452,False
matched,4,DataSet_02_168,RBM22,ABCA6,1.52725,False
matched,4,DataSet_02_170,U2AF2,AQP7,0.97199,False
matched,4,DataSet_02_172,ZFX,ABCA13,0.0,True
matched,4,DataSet_02_175,LMNA,BLOC1S3,-0.12024,False
matched,4,DataSet_02_185,CTCF,CSNK2A2,-0.20148,True
matched,4,DataSet_02_190,RAD21,CD9,-0.39685,False
matched,4,DataSet_02_192,MAX,CALD1,-1.1375,True
matched,4,DataSet_02_195,LMNB1,AARSD1,-0.19057,False
matched,4,DataSet_02_206,ZFX,AA06,0.0,True
matched,4,DataSet_03_002,AKT1,COL1A2,-0.12585,False
matched,4,DataSet_03_004,AR,IL6,-0.0257631,True
matched,4,DataSet_03_005,AR,FGFR1,0.3447092,True
matched,4,DataSet_03_007,AR,CCND2,0.08327617,True
matched,4,DataSet_03_013,ARID1A,ABCA8,0.0,True
matched,4,DataSet_03_017,ATF3,COL10A1,0.01872014,True
matched,4,DataSet_03_018,ATF4,SERPINA3,0.6447573,True
matched,4,DataSet_03_021,BAG1,CAMP,0.0,False
matched,4,DataSet_03_022,BATF3,ABI3,-0.02754767,False
matched,4,DataSet_03_026,BCL6,ANGPT2,-0.02949482,True
matched,4,DataSet_03_031,CASP8AP2,EDNRB,-0.02560763,False
matched,4,DataSet_03_035,CCNB1,TIMP1,0.1523827,False
matched,4,DataSet_03_049,CEBPB,REN,1.765782,True
matched,4,DataSet_03_056,CTCF,ADH1B,0.0,True
matched,4,DataSet_03_059,CTNNB1,FASLG,0.0,True
matched,4,DataSet_03_060,E2F1,IGF2,0.06608356,True
matched,4,DataSet_03_063,E2F7,ACOT8,-0.0065805,True
matched,4,DataSet_03_065,EP300,MBP,0.0,True
matched,4,DataSet_03_066,ERBB2,IGF1,-0.1334777,False
matched,4,DataSet_03_073,ETS1,FOXA1,0.0625,True
matched,4,DataSet_03_074,ETS1,FOXA1,0.09583333,True
matched,4,DataSet_03_075,ETV6,ADRB3,0.0,True
matched,4,DataSet_03_078,FLI1,LGALS3,0.0615878,True
matched,4,DataSet_03_080,FOXA1,GRIN1,0.02067315,True
matched,4,DataSet_03_085,FOXD1,BCAS3,0.1228769,True
matched,4,DataSet_03_087,FOXF2,AADACL3,-0.141075,True
matched,4,DataSet_03_089,FOXK1,ABI3BP,-0.066125,False
matched,4,DataSet_03_090,FOXM1,TYR,0.0,True
matched,4,DataSet_03_091,FOXM1,CCK,0.8073549,True
matched,4,DataSet_03_093,FOXM1,COL10A1,-0.206865,True
matched,4,DataSet_03_096,FOXO1,EPCAM,0.1927665,True
matched,4,DataSet_03_100,GATA2,BTK,0.3221274,True
matched,4,DataSet_03_108,GATA6,AQP2,0.5025994,True
matched,4,DataSet_03_110,GATA6,IHH,-0.01396993,True
matched,4,DataSet_03_113,GRHL3,AFF2,-0.1526761,True
matched,4,DataSet_03_114,HDAC3,BLMH,0.135242,True
matched,4,DataSet_03_116,HES6,CES2,0.02959005,True
matched,4,DataSet_03_117,HES6,ASS1,0.1336534,True
matched,4,DataSet_03_119,HIF1A,EPO,0.2203107,True
matched,4,DataSet_03_122,HINFP,C1QTNF3,0.0,True
matched,4,DataSet_03_123,HINFP,CDKL5,-0.261303,True
matched,4,DataSet_03_124,HMGA1,CASP8AP2,-0.2495193,True
matched,4,DataSet_03_127,HOXB7,ATP1B1,-0.340706,True
matched,4,DataSet_03_128,HOXC4,AFF1,0.03824534,False
matched,4,DataSet_03_129,HSF1,DCT,-0.180847,True
matched,4,DataSet_03_143,JUN,CYP19A1,0.03203076,True
matched,4,DataSet_03_148,KLF5,CLDN2,-0.0249506,True
matched,4,DataSet_03_149,KLF5,CYP26A1,-0.3717806,True
matched,4,DataSet_03_150,KLF5,DAPK1,-0.5675522,True
matched,4,DataSet_03_151,KLF5,LAMB1,0.3974526,True
matched,4,DataSet_03_155,MAFB,AANAT,0.1733333,True
matched,4,DataSet_03_165,MITF,CDH5,-0.04521538,True
matched,4,DataSet_03_168,MITF,SUMO1,-0.8478603,True
matched,4,DataSet_03_173,MYB,ADIPOQ,-0.07766667,True
matched,4,DataSet_03_178,MYC,CDKN2A,0.08269203,True
matched,4,DataSet_03_189,NCOA1,ADCY10,0.0,True
matched,4,DataSet_03_190,NCOA2,BLMH,0.0,True
matched,4,DataSet_03_191,NCOA3,DCT,0.0,True
matched,4,DataSet_03_192,NCOR1,MSR1,-0.04575714,True
matched,4,DataSet_03_199,NMI,ADARB2,-0.1081067,False
matched,4,DataSet_03_200,NPAT,CCL8,-0.045814,False
matched,4,DataSet_03_201,NPAT,DAPK2,0.201145,False
matched,4,DataSet_03_202,NR2F2,CDX1,-0.6001657,True
matched,4,DataSet_03_205,PARK7,CNR1,0.0,True
matched,4,DataSet_03_207,PBX1,DHX9,-0.07649,True
matched,4,DataSet_03_208,PBX1,ERCC3,-0.012805,True
matched,4,DataSet_03_209,PBX1,APOA4,0.1382255,True
matched,4,DataSet_03_211,PHB,AASDHPPT,-0.5807361,False
matched,4,DataSet_03_214,PPARG,AKT1,0.02333333,True
matched,4,DataSet_03_217,PRRX1,ADRA2B,0.3315567,True
matched,4,DataSet_03_220,RBL2,APOA2,-0.2142167,False
matched,4,DataSet_03_221,RCHY1,AIRE,0.0,False
matched,4,DataSet_03_222,RELA,VDR,-0.1785714,True
matched,4,DataSet_03_223,RELA,MMP13,0.0,True
matched,4,DataSet_03_225,RELB,PCSK1,0.1463775,True
matched,4,DataSet_03_228,REST,EBF1,-0.026698,True
matched,4,DataSet_03_229,SATB1,ABCB11,0.0145424,True
matched,4,DataSet_03_232,SKP2,CYP2B6,-0.056972,False
matched,4,DataSet_03_235,SMARCA4,CALCA,0.0,True
matched,4,DataSet_03_236,SMARCC1,FABP6,0.0,True
matched,4,DataSet_03_237,SOX11,ABCB9,0.4266709,True
matched,4,DataSet_03_238,SOX11,ABCA9,1.034027,True
matched,4,DataSet_03_239,SOX11,AADACL2,0.953318,True
matched,4,DataSet_03_241,SOX2,HNF4A,0.147226,True
matched,4,DataSet_03_242,SOX2,ALB,0.1184667,True
matched,4,DataSet_03_244,SOX2,VCAM1,0.7539424,True
matched,4,DataSet_03_246,SOX4,ABCA3,1.152003,True
matched,4,DataSet_03_249,SP1,ICAM1,0.4341739,True
matched,4,DataSet_03_251,SP1,ERBB2,0.8345265,True
matched,4,DataSet_03_253,SPIB,AKR1B10,-0.0999555,True
matched,4,DataSet_03_255,SSRP1,ABCC6P2,0.0,True
matched,4,DataSet_03_256,STAT1,NR4A1,0.01317533,True
matched,4,DataSet_03_258,STAT3,CCL3,0.6118424,True
matched,4,DataSet_03_259,STAT3,ACTG2,-0.03528633,True
matched,4,DataSet_03_260,STAT3,CYP2B6,0.1300813,True
matched,4,DataSet_03_261,STAT3,NR0B2,-0.05823203,True
matched,4,DataSet_03_262,STAT3,IL21,0.0,True
matched,4,DataSet_03_264,STAT6,LTB,0.1722831,True
matched,4,DataSet_03_267,TCF7L1,AARSD1,0.0,True
matched,4,DataSet_03_271,TET2,ASAH2,0.0,False
matched,4,DataSet_03_273,TET3,APCDD1,0.270855,False
matched,4,DataSet_03_274,TFAP2C,DYNC1H1,0.9466898,True
matched,4,DataSet_03_275,TFE3,AIFM1,-0.09511247,True
matched,4,DataSet_03_277,TP53,VEGFA,-0.01611233,True
matched,4,DataSet_03_284,TWIST2,CD9,-0.04352539,True
matched,4,DataSet_03_287,ZHX2,CBFB,0.0,True
matched,4,DataSet_03_294,ZNF750,ABCC9,0.0130115,False
matched,4,DataSet_04_002,CDC5L,ABCD3,-0.1023499,False
matched,4,DataSet_04_003,CHCHD3,AARS,-0.1135685,False
matched,4,DataSet_04_004,CIZ1,ABCD4,0.4167318,False
matched,4,DataSet_04_006,DDX59,ABCA10,0.0,False
matched,4,DataSet_04_010,FUBP1,ADCY4,-0.1228567,False
matched,4,DataSet_04_011,FUBP3,AACSP1,0.0,False
matched,4,DataSet_04_012,MARK2,AASDH,-0.4494895,False
matched,4,DataSet_04_015,NKRF,ABHD10,-0.4841093,True
matched,4,DataSet_04_016,NUP35,AAA1,0.0,False
matched,4,DataSet_04_018,RPS3,ADK,0.5256263,False
matched,4,DataSet_04_019,SMAD2,ABCD2,0.0,True
matched,4,DataSet_04_020,SMAD4,ATP2A2,0.09880475,True
matched,4,DataSet_04_022,STAT1,SST,0.0,True
matched,4,DataSet_04_024,YBX1,JAG1,-0.3479233,True
matched,4,DataSet_04_026,ANXA2,APCDD1,0.0,False
matched,4,DataSet_04_028,CIZ1,ABCA5,0.3355065,False
matched,4,DataSet_04_032,FUBP1,ACSL4,-0.3236813,False
matched,4,DataSet_04_036,SMAD2,CRYZ,0.0247979,True
matched,4,DataSet_04_037,SMAD4,FABP7,0.0,True
matched,4,DataSet_04_039,SRPK2,ADD3,0.1728148,False
matched,4,DataSet_04_041,YBX1,CYP24A1,0.2356282,True
coreg,0,DataSet_01_006,PROX1,TNIP3,-2.47422,True
coreg,0,DataSet_01_007,NR2F2,TRH,-2.39427,True
coreg,0,DataSet_01_008,WT1,IER3,-1.9686,True
coreg,0,DataSet_01_010,TP53,CDKN1A,-3.43627,True
coreg,0,DataSet_01_011,TP53,IGF1,-1.58448,True
coreg,0,DataSet_01_012,FLI1,CCK,-6.9396,True
coreg,0,DataSet_01_013,FLI1,CCK,-4.99646,True
coreg,0,DataSet_01_014,FLI1,MACROD1,-4.68055,True
coreg,0,DataSet_01_015,FLI1,AURKB,-5.02499,True
coreg,0,DataSet_01_016,FLI1,CCK,-4.58386,True
coreg,0,DataSet_01_017,ERG,GCNT4,-2.24548,True
coreg,0,DataSet_01_018,YY1,GC,-1.20262,True
coreg,0,DataSet_01_021,STAT1,SERPINB3,-1.6025,True
coreg,0,DataSet_01_025,MITF,FRZB,-1.32004,True
coreg,0,DataSet_01_026,PAX3,PROS1,-0.6481,True
coreg,0,DataSet_01_027,PAX3,PROS1,-2.03415,True
coreg,0,DataSet_01_029,ATM,TFPI2,-1.92228,False
coreg,0,DataSet_01_030,RELA,CCL20,-6.01254,True
coreg,0,DataSet_01_031,TP53,FOS,-3.02175,True
coreg,0,DataSet_01_033,ATF3,AKR1B10,-1.3181,True
coreg,0,DataSet_01_034,EGR3,FOSB,-0.6409,True
coreg,0,DataSet_01_036,ETV1,HMMR,-0.7324,True
coreg,0,DataSet_01_037,TP53,INS,-0.98187,True
coreg,0,DataSet_01_038,TP53,CDKN1A,-1.895,True
coreg,0,DataSet_01_042,POU5F1,SOX2,-1.33243,True
coreg,0,DataSet_01_043,CBFB,WIF1,-1.38247,False
coreg,0,DataSet_01_044,MYB,BIRC5,-3.16304,True
coreg,0,DataSet_01_045,PRDM14,AASS,-1.5323,False
coreg,0,DataSet_01_049,STAT3,BIRC3,-5.1761,True
coreg,0,DataSet_01_051,RARA,FGFBP1,-2.26112,True
coreg,0,DataSet_01_053,TFAP2C,ATP2A3,-0.5108,True
coreg,0,DataSet_01_058,BACH1,CBFB,-0.91184,True
coreg,0,DataSet_01_059,BACH1,PSMB5,-0.71918,True
coreg,0,DataSet_01_060,NFE2L2,NQO1,-3.95904,True
coreg,0,DataSet_01_068,TP53,IL6,-3.4138,True
coreg,0,DataSet_01_071,ELF5,AADAT,-0.38643,True
coreg,0,DataSet_01_073,ZNF148,DCAF6,-1.46816,True
coreg,0,DataSet_01_074,CEBPD,DDIT3,-2.15508,True
coreg,0,DataSet_01_075,CEBPZ,SAT1,-0.73671,True
coreg,0,DataSet_01_076,ETS1,LOXL4,-1.94108,True
coreg,0,DataSet_01_077,FOXM1,DDIT3,-2.67313,True
coreg,0,DataSet_01_078,HSF2,POLI,-0.86802,True
coreg,0,DataSet_01_079,MITF,PCNA,-1.70193,True
coreg,0,DataSet_01_080,RELA,GDF15,-4.35504,True
coreg,0,DataSet_01_081,SP1,CD74,-0.89099,True
coreg,0,DataSet_01_082,SP100,IL12A,-1.07602,False
coreg,0,DataSet_01_083,STAT1,DDIT3,-2.58487,True
coreg,0,DataSet_01_084,STAT3,A2M,-2.80828,True
coreg,0,DataSet_01_085,STAT6,A2M,-1.13208,True
coreg,0,DataSet_01_086,HIF1A,CA9,-3.06182,True
coreg,0,DataSet_01_088,FOXP1,TMPRSS2,-1.60353,True
coreg,0,DataSet_01_089,NR2F2,CLDN5,-1.51006,True
coreg,0,DataSet_01_090,NR2F2,ADM,-1.05585,True
coreg,0,DataSet_01_091,ETV6,PBK,-0.32075,True
coreg,0,DataSet_01_094,NANOG,GDF15,-0.9969,True
coreg,0,DataSet_01_095,POU5F1,SOX2,-1.18631,True
coreg,0,DataSet_01_096,SOX2,HES3,-0.74004,True
